"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2013,"Dallas",5505,16674,513,1157,4049,129097,5,230991,9,2477724,2832,2929,826,5274,0.157
2013,"Dawson",84,157,14,23,75,944,7,2008,15,13718,60,61,14,89,0.157
2013,"Deaf Smith",77,194,8,9,56,1061,6,2155,11,18947,27,27,5,40,0.125
2013,"Delta",16,47,1,2,12,555,11,1143,22,5258,13,16,4,23,0.174
2013,"Denton",898,3571,30,169,636,32057,4,58932,8,726618,353,355,78,752,0.104
2013,"DeWitt",46,244,0,21,57,1541,8,3917,19,20526,23,23,7,72,0.097
2013,"Dickens",11,40,1,0,8,245,11,505,22,2311,11,11,4,17,0.235
2013,"Dimmit",30,124,5,13,74,1163,11,1556,15,10420,17,17,4,32,0.125
2013,"Donley",10,33,NA,NA,11,280,8,791,22,3562,13,13,3,20,0.15
2013,"Duval",56,132,4,6,26,1615,14,2055,17,11809,31,31,8,55,0.145
2013,"Eastland",42,166,3,6,44,2188,12,3908,21,18458,76,82,26,124,0.21
2013,"Ector",662,1451,32,136,469,11020,7,15003,10,149560,260,265,69,468,0.147
2013,"Edwards",7,7,1,0,14,91,5,494,25,1988,7,7,0,5,0
2013,"El Paso",2219,4912,142,169,831,58069,7,91265,11,824296,1054,1061,319,2500,0.128
2013,"Ellis",257,1112,6,37,75,10188,6,17708,11,157767,204,208,52,298,0.174
2013,"Erath",141,216,4,19,57,1865,5,5231,13,38792,50,53,15,80,0.188
2013,"Falls",26,112,7,2,33,1735,10,2966,17,17479,38,39,12,59,0.203
2013,"Fannin",91,306,0,13,25,3068,9,6216,18,34075,58,60,10,94,0.106
2013,"Fayette",41,159,2,19,77,1451,6,5644,23,24934,24,24,5,65,0.077
2013,"Fisher",10,37,NA,NA,6,229,6,924,23,3946,7,7,0,24,0
2013,"Floyd",34,77,5,14,49,357,6,1155,19,6159,33,34,6,55,0.109
2013,"Foard",9,6,0,2,2,207,16,335,26,1285,8,8,3,12,0.25
2013,"Fort Bend",558,2228,20,71,226,25311,4,56497,9,653147,205,206,74,607,0.122
2013,"Franklin",29,51,2,19,30,1266,12,2055,19,10668,19,20,6,28,0.214
2013,"Freestone",36,144,0,9,27,1655,8,3490,18,19823,24,25,6,59,0.102
2013,"Frio",79,178,0,32,105,1563,9,2166,12,18006,26,26,3,43,0.07
2013,"Gaines",40,78,0,7,27,1234,7,1778,9,18813,8,8,2,26,0.077
2013,"Galveston",603,2287,42,76,300,22308,7,38058,12,309571,376,377,96,806,0.119
2013,"Garza",63,35,8,14,37,486,7,725,11,6541,34,38,6,38,0.158
2013,"Gillespie",49,111,8,7,51,1332,5,6934,28,25153,35,37,9,70,0.129
2013,"Glasscock",NA,1,NA,NA,NA,8,1,208,16,1261,1,1,0,1,0
2013,"Goliad",10,68,0,1,2,667,9,1565,21,7359,8,8,2,11,0.182
2013,"Gonzales",58,149,11,10,38,2054,10,3278,16,20306,13,13,3,59,0.051
2013,"Gray",101,268,3,15,104,1923,8,3622,16,22924,48,48,13,83,0.157
2013,"Grayson",559,1172,19,98,200,10601,9,20651,17,124167,259,270,69,447,0.154
2013,"Gregg",506,1124,18,123,333,9136,7,17314,14,123148,201,207,68,465,0.146
2013,"Grimes",56,161,0,18,47,1770,6,4163,15,27286,46,47,9,70,0.129
2013,"Guadalupe",311,984,15,37,215,9373,7,17869,13,141895,89,90,50,277,0.181
2013,"Hale",166,363,12,24,121,2048,6,4465,13,35355,72,74,14,109,0.128
2013,"Hall",10,24,2,5,18,268,8,783,24,3306,9,9,1,14,0.071
2013,"Hamilton",35,64,0,7,20,1014,12,2083,25,8399,12,12,4,31,0.129
2013,"Hansford",3,57,2,1,6,346,6,826,15,5647,4,4,1,7,0.143
2013,"Hardeman",22,47,3,2,12,516,13,786,20,4019,24,24,9,39,0.231
2013,"Hardin",126,410,10,7,51,4502,8,8194,15,55331,67,69,16,159,0.101
2013,"Harris",5930,25454,442,1540,6846,221473,5,383497,9,4351290,4953,5031,1160,8907,0.13
2013,"Harrison",241,566,9,51,133,4062,6,9725,15,66482,153,157,25,187,0.134
2013,"Hartley",5,14,NA,NA,NA,175,3,832,14,6018,1,1,0,6,0
2013,"Haskell",15,43,3,2,10,827,14,1277,22,5926,26,28,14,41,0.341
2013,"Hays",283,1203,10,59,183,9976,6,17446,10,177267,84,84,37,241,0.154
2013,"Hemphill",7,9,2,4,10,230,6,546,14,3993,4,4,1,5,0.2
2013,"Henderson",252,739,17,69,233,7219,9,16277,20,79425,266,270,47,417,0.113
2013,"Hidalgo",3098,7377,249,263,1214,53198,7,80060,10,803166,1202,1219,264,1986,0.133
2013,"Hill",112,340,1,21,83,3055,9,6839,19,35328,46,47,23,120,0.192
2013,"Hockley",139,244,5,38,105,1720,7,3162,14,23349,115,121,30,154,0.195
2013,"Hood",279,422,12,41,134,3562,7,12244,23,53357,117,120,20,151,0.132
2013,"Hopkins",68,301,9,17,71,3263,9,6064,17,35755,76,77,16,126,0.127
2013,"Houston",73,150,0,20,64,2097,9,4691,20,23335,121,126,20,147,0.136
2013,"Howard",184,348,27,60,173,3990,11,4662,13,36614,68,70,26,197,0.132
2013,"Hudspeth",4,9,NA,NA,1,452,13,561,16,3419,10,10,1,11,0.091
2013,"Hunt",322,849,14,90,245,8313,9,13362,15,88570,244,256,58,358,0.162
2013,"Hutchinson",55,299,5,6,54,1950,9,3300,15,21897,45,46,9,79,0.114
2013,"Irion",1,5,NA,NA,1,56,4,332,21,1550,2,2,0,3,0
2013,"Jack",28,64,0,9,19,996,11,1432,16,8969,34,39,15,55,0.273
2013,"Jackson",30,91,6,4,14,1087,7,2478,17,14596,15,15,2,39,0.051
2013,"Jasper",93,370,9,12,51,3608,10,6363,18,35725,118,122,33,220,0.15
2013,"Jeff Davis",6,9,NA,NA,NA,252,11,618,28,2228,4,4,0,7,0
2013,"Jefferson",537,2103,25,121,384,18471,7,33317,13,254084,503,513,152,1069,0.142
2013,"Jim Hogg",31,68,5,4,25,510,10,855,16,5230,9,9,1,13,0.077
2013,"Jim Wells",162,508,3,34,125,3328,8,5827,14,41450,71,72,21,158,0.133
2013,"Johnson",674,1399,24,100,396,9356,6,20210,13,157027,215,219,39,323,0.121
2013,"Jones",77,165,7,9,27,2405,12,2902,15,20009,56,59,19,112,0.17
2013,"Karnes",46,110,18,5,51,1521,10,2185,15,14926,6,6,5,32,0.156
2013,"Kaufman",223,621,9,47,121,7623,7,12602,12,109360,213,216,46,290,0.159
2013,"Kendall",47,110,1,8,36,2556,7,6774,18,36647,21,21,3,58,0.052
2013,"Kenedy",2,5,NA,NA,1,22,5,83,19,434,1,1,0,1,0
2013,"Kent",1,4,NA,NA,4,67,8,238,30,799,2,2,1,6,0.167
2013,"Kerr",150,372,21,36,155,4410,9,12875,26,50330,123,123,30,199,0.151
2013,"Kimble",18,48,5,6,27,349,8,1146,25,4513,25,25,5,30,0.167
2013,"King",NA,1,NA,NA,NA,14,5,43,15,289,NA,NA,NA,NA,NA
2013,"Kinney",4,17,NA,NA,5,253,7,884,25,3515,11,11,5,24,0.208
2013,"Kleberg",102,318,0,8,71,2412,8,3946,13,31539,63,66,13,96,0.135
2013,"Knox",9,36,NA,NA,9,282,7,820,22,3763,17,17,7,21,0.333
2013,"La Salle",32,53,0,8,36,662,9,1065,15,7284,11,11,1,21,0.048
2013,"Lamar",156,550,18,38,101,3893,8,8885,18,49910,148,153,33,259,0.127
2013,"Lamb",63,157,6,7,29,839,6,2293,17,13598,69,69,15,80,0.188
2013,"Lampasas",73,234,4,23,69,1671,8,3514,18,20035,44,46,16,75,0.213
2013,"Lavaca",22,97,3,17,41,1492,8,4230,22,19562,20,20,4,40,0.1
2013,"Lee",57,159,4,19,69,1346,8,2870,17,16906,13,13,12,46,0.261
2013,"Leon",68,131,2,11,36,1203,7,3846,23,17021,27,27,4,44,0.091
2013,"Liberty",334,705,13,111,313,8273,11,9785,12,78374,164,166,42,263,0.16
2013,"Limestone",40,206,1,7,40,1875,8,4050,17,23430,22,22,15,90,0.167
2013,"Lipscomb",8,19,0,1,7,185,5,547,16,3397,1,1,0,9,0
2013,"Live Oak",56,110,2,13,38,770,7,2340,20,11632,21,22,6,42,0.143
2013,"Llano",55,153,0,21,63,1521,8,6303,33,19319,48,48,14,83,0.169
2013,"Loving",NA,NA,NA,NA,NA,6,7,19,22,85,NA,NA,NA,NA,NA
2013,"Lubbock",1354,2849,69,258,883,22771,8,33702,12,288773,1264,1370,353,1690,0.209
2013,"Lynn",29,50,0,4,8,525,9,928,16,5766,23,23,3,24,0.125
2013,"Madison",44,79,3,10,30,1222,9,2027,15,13865,14,14,2,37,0.054
2013,"Marion",92,164,1,15,25,1198,11,2437,23,10490,57,60,10,85,0.118
2013,"Martin",6,26,1,0,2,327,6,692,14,5122,9,9,2,12,0.167
2013,"Mason",NA,36,NA,NA,1,199,5,1064,27,3958,14,14,5,17,0.294
2013,"Matagorda",91,276,3,15,46,2800,8,5583,15,36837,89,92,13,112,0.116
2013,"Maverick",42,314,5,6,27,4896,9,6375,11,55961,125,126,10,159,0.063
2013,"McCulloch",46,132,10,1,25,653,8,1814,22,8352,78,81,20,77,0.26
2013,"McLennan",771,2366,39,178,564,15394,6,31346,13,240212,192,193,114,771,0.148
2013,"McMullen",NA,3,NA,NA,2,49,7,207,28,730,NA,NA,NA,NA,NA
2013,"Medina",142,368,22,51,190,3948,8,7069,15,47316,49,49,19,134,0.142
2013,"Menard",6,18,0,1,8,208,9,631,29,2209,15,16,3,21,0.143
2013,"Midland",335,998,20,43,214,8535,6,15477,10,149190,104,105,44,284,0.155
2013,"Milam",120,254,4,44,109,2588,10,4642,19,24657,49,49,14,96,0.146
2013,"Mills",10,38,0,10,14,324,7,1206,25,4889,5,5,1,13,0.077
2013,"Mitchell",64,98,3,2,11,992,10,1377,14,9537,31,33,10,47,0.213
2013,"Montague",97,205,2,16,84,1675,9,4124,21,19549,101,108,35,131,0.267
2013,"Montgomery",624,2935,56,226,796,27864,6,57924,12,498464,508,515,120,870,0.138
2013,"Moore",68,211,0,4,33,1430,7,2193,10,21790,18,18,5,30,0.167
2013,"Morris",48,151,0,12,21,1515,12,2624,21,12788,28,28,6,59,0.102
2013,"Motley",3,2,NA,NA,3,130,11,347,29,1199,13,13,2,15,0.133
2013,"Nacogdoches",126,414,4,44,205,5109,8,8378,13,63845,181,185,30,205,0.146
2013,"Navarro",125,435,15,25,107,4862,10,7520,16,47843,122,126,16,160,0.1
2013,"Newton",20,97,2,5,26,1629,11,2498,18,14184,34,36,10,81,0.123
2013,"Nolan",117,239,3,12,61,1447,9,2616,17,15300,46,47,19,104,0.183
2013,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
2013,"Nueces",1004,3596,49,125,440,26972,8,44805,13,352497,911,933,247,1504,0.164
2013,"Ochiltree",41,80,0,3,11,416,4,1114,11,10514,6,6,1,17,0.059
2013,"Oldham",NA,18,NA,NA,1,130,6,320,15,2107,2,2,0,3,0
2013,"Orange",340,1004,18,52,212,7378,9,12678,15,83138,148,148,44,295,0.149
2013,"Out of State",16,36,0,1,NA,NA,NA,NA,NA,NA,29,29,3,40,0.075
2013,"Palo Pinto",198,344,20,45,133,2680,10,5026,18,28019,95,103,20,162,0.123
2013,"Panola",51,198,0,2,22,2071,9,4023,17,24063,50,50,17,90,0.189
2013,"Parker",373,1040,27,83,193,7822,6,17180,14,122108,155,156,38,253,0.15
2013,"Parmer",18,52,NA,NA,3,600,6,1258,13,9913,13,14,4,16,0.25
2013,"Pecos",40,105,5,3,22,883,6,1971,12,15863,39,39,7,49,0.143
2013,"Polk",139,402,3,41,123,5596,12,8795,19,46336,120,122,35,278,0.126
2013,"Potter",674,1693,21,79,361,8072,7,14281,12,121780,426,430,128,612,0.209
2013,"Presidio",6,39,2,1,9,658,9,1401,20,7120,10,10,2,17,0.118
2013,"Rains",20,97,0,1,14,1085,10,2461,22,11053,27,28,5,43,0.116
2013,"Randall",304,843,18,64,369,6289,5,16799,13,125035,164,165,55,251,0.219
2013,"Reagan",1,12,NA,NA,1,177,5,425,12,3575,2,2,2,7,0.286
2013,"Real",12,39,2,10,19,179,5,974,29,3340,12,12,4,16,0.25
2013,"Red River",45,75,0,8,28,1474,12,2883,23,12807,39,39,9,80,0.113
2013,"Reeves",31,100,4,4,14,926,6,1782,12,14292,33,33,7,51,0.137
2013,"Refugio",21,61,1,9,9,715,10,1601,22,7421,16,18,9,36,0.25
2013,"Roberts",1,6,NA,NA,NA,81,9,183,20,938,NA,NA,0,2,0
2013,"Robertson",38,115,0,9,40,1323,8,2973,18,16666,44,44,11,61,0.18
2013,"Rockwall",84,352,1,20,46,3621,4,9202,11,85092,40,41,15,77,0.195
2013,"Runnels",48,80,0,15,34,451,4,2208,21,10621,44,48,12,60,0.2
2013,"Rusk",178,407,6,58,117,4291,8,8018,15,53154,62,63,21,157,0.134
2013,"Sabine",13,68,0,2,7,999,9,3016,29,10551,34,36,6,52,0.115
2013,"San Augustine",26,78,1,4,13,1318,15,2175,25,8709,53,57,7,66,0.106
2013,"San Jacinto",99,297,8,14,74,2518,9,5156,19,27081,80,81,22,150,0.147
2013,"San Patricio",322,753,21,39,137,5298,8,9385,14,66556,156,157,38,255,0.149
2013,"San Saba",14,44,1,0,8,501,8,1280,21,5989,5,5,2,14,0.143
2013,"Schleicher",9,18,0,10,13,163,5,506,15,3327,6,7,0,9,0
2013,"Scurry",91,182,1,7,32,1108,6,2483,14,17304,46,47,7,73,0.096
2013,"Shackelford",NA,17,NA,NA,NA,314,9,612,18,3347,10,12,4,16,0.25
2013,"Shelby",80,233,10,21,82,1951,8,4166,16,25503,118,119,19,127,0.15
2013,"Sherman",2,13,NA,NA,1,337,11,466,15,3070,1,1,NA,NA,NA
2013,"Smith",506,1481,48,150,501,13955,6,32669,15,217455,508,527,97,799,0.121
2013,"Somervell",40,61,2,11,19,500,6,1454,17,8662,11,12,4,23,0.174
2013,"Starr",168,359,22,32,132,5707,9,6890,11,62242,107,108,16,159,0.101
2013,"Stephens",27,86,8,4,20,701,7,1786,19,9580,53,55,13,76,0.171
2013,"Sterling",1,18,4,0,5,58,5,228,19,1178,NA,NA,0,3,0
2013,"Stonewall",6,22,0,2,2,131,9,394,26,1487,4,4,2,6,0.333
2013,"Sutton",6,31,0,1,9,123,3,686,17,4155,14,14,3,17,0.176
2013,"Swisher",28,58,2,0,10,697,9,1369,18,7662,22,22,1,24,0.042
2013,"Tarrant",5689,13975,157,679,2227,108834,6,188167,10,1907230,1608,1647,479,3551,0.135
2013,"Taylor",852,1815,29,95,343,11459,9,18331,14,134004,529,563,169,863,0.196
2013,"Terrell",2,2,NA,NA,NA,43,4,250,25,1000,2,2,0,3,0
2013,"Terry",77,116,7,18,68,1204,9,1892,15,12754,104,113,21,115,0.183
2013,"Throckmorton",5,8,0,4,5,73,5,410,26,1582,4,4,1,5,0.2
2013,"Titus",64,226,5,11,56,2475,8,4145,13,32570,57,57,14,85,0.165
2013,"Tom Green",483,1161,44,131,566,8519,7,16426,14,113593,574,594,146,771,0.189
2013,"Travis",2645,8910,143,496,1607,55776,5,88110,8,1103585,1110,1139,402,2493,0.161
2013,"Trinity",50,145,4,6,47,2001,14,3466,24,14482,109,117,30,136,0.221
2013,"Tyler",48,182,0,18,30,2778,13,4370,20,21602,41,43,7,87,0.08
2013,"Unknown",NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Upshur",122,415,0,57,82,4199,11,6748,17,39968,78,79,27,145,0.186
2013,"Upton",17,21,3,1,7,259,7,570,16,3519,10,10,3,17,0.176
2013,"Uvalde",72,265,1,18,88,1863,7,4211,16,26741,40,41,18,90,0.2
2013,"Val Verde",85,333,3,20,57,2843,6,6517,13,48767,120,124,25,161,0.155
2013,"Van Zandt",153,480,24,46,152,4827,9,10371,19,53399,117,119,22,204,0.108
2013,"Victoria",335,899,37,51,252,6882,8,12778,14,89755,120,120,40,254,0.157
2013,"Walker",91,290,8,34,99,3267,5,7795,11,69367,79,81,17,132,0.129
2013,"Waller",108,306,14,19,79,3451,8,5146,11,45249,47,49,7,83,0.084
2013,"Ward",38,118,0,3,6,959,8,1639,14,11347,43,44,7,47,0.149
2013,"Washington",69,183,2,24,61,2516,7,6602,19,34048,24,24,13,89,0.146
2013,"Webb",996,1948,65,224,755,15393,6,21784,8,257514,219,219,56,547,0.102
2013,"Wharton",91,277,3,6,50,2676,6,6366,15,41515,90,96,15,108,0.139
2013,"Wheeler",22,43,0,1,9,329,6,1085,20,5520,11,11,2,19,0.105
2013,"Wichita",651,1491,38,76,289,10572,8,18300,14,131748,630,681,197,1004,0.196
2013,"Wilbarger",49,137,2,0,21,1375,10,2280,17,13344,57,59,17,93,0.183
2013,"Willacy",138,241,14,22,76,2314,10,2723,12,22154,76,78,22,116,0.19
2013,"Williamson",690,2402,29,98,431,24364,5,47231,10,468146,312,314,106,625,0.17
2013,"Wilson",131,228,12,34,119,2967,7,6436,14,45454,18,18,9,93,0.097
2013,"Winkler",15,83,2,1,8,563,7,933,12,7645,20,21,5,21,0.238
2013,"Wise",172,443,23,47,150,5789,9,8596,14,61121,63,64,24,125,0.192
2013,"Wood",145,312,15,59,153,4061,9,11063,26,42984,113,120,26,172,0.151
2013,"Yoakum",27,53,0,10,12,554,7,991,12,8188,12,12,2,25,0.08
2013,"Young",52,212,0,8,52,1394,8,3623,20,18555,108,117,33,151,0.219
2013,"Zapata",64,115,0,7,44,1027,7,1623,11,14183,22,25,5,43,0.116
2013,"Zavala",37,161,2,7,45,1353,11,1507,13,11960,10,10,4,38,0.105
2014,"Anderson",208,515,12,50,134,4329,7,7974,14,58428,134,142,34,218,0.156
2014,"Andrews",39,151,0,3,32,905,5,1817,11,17229,11,11,1,32,0.031
2014,"Angelina",304,831,24,66,163,8770,10,13104,15,88489,268,279,67,440,0.152
2014,"Aransas",137,321,6,41,105,2709,11,6518,26,24851,76,77,25,146,0.171
2014,"Archer",35,58,2,1,7,582,7,1552,18,8725,41,44,15,69,0.217
2014,"Armstrong",6,21,NA,NA,5,138,7,487,25,1928,3,3,0,5,0
2014,"Atascosa",210,492,14,41,243,2877,6,6625,14,47394,108,109,26,153,0.17
2014,"Austin",47,197,2,19,39,1828,6,5131,18,29208,44,44,15,98,0.153
2014,"Bailey",27,50,4,6,32,372,5,1026,14,7356,51,53,11,46,0.239
2014,"Bandera",54,138,5,16,66,1586,8,4954,24,20763,32,32,18,102,0.176
2014,"Bastrop",291,801,13,108,310,6366,8,10790,14,78891,141,142,46,283,0.163
2014,"Baylor",9,48,NA,NA,3,273,7,890,24,3669,35,36,12,58,0.207
2014,"Bee",132,349,23,50,151,3380,10,3794,12,32839,95,97,32,143,0.224
2014,"Bell",1046,3851,82,350,973,26764,8,30926,9,328465,476,488,209,1082,0.193
2014,"Bexar",5434,17125,811,1076,5445,139911,8,207451,11,1860266,2770,2822,1055,6732,0.157
2014,"Blanco",29,50,4,12,19,917,8,2405,22,10886,13,13,9,36,0.25
2014,"Borden",NA,1,NA,NA,6,47,7,166,25,656,NA,NA,1,6,0.167
2014,"Bosque",55,183,0,24,50,1363,8,4191,23,17998,26,30,11,77,0.143
2014,"Bowie",265,1002,16,70,211,7433,8,14537,16,92584,116,119,43,302,0.142
2014,"Brazoria",551,2023,17,72,256,17423,5,36206,11,337303,364,371,76,580,0.131
2014,"Brazos",308,1297,0,42,161,9582,5,16758,8,206096,170,171,54,306,0.176
2014,"Brewster",11,66,3,0,5,940,10,1729,19,9230,17,17,18,59,0.305
2014,"Briscoe",7,12,0,2,3,60,4,415,26,1600,2,2,1,3,0.333
2014,"Brooks",43,122,1,4,26,718,10,1370,19,7221,32,33,6,52,0.115
2014,"Brown",162,381,2,49,124,2204,6,7513,20,38495,157,164,53,291,0.182
2014,"Burleson",70,201,0,30,61,1260,7,3379,19,17414,24,24,12,71,0.169
2014,"Burnet",172,491,8,59,160,4145,9,9305,21,44838,63,64,17,120,0.142
2014,"Caldwell",122,407,7,34,119,3110,8,5353,13,40432,61,61,21,144,0.146
2014,"Calhoun",128,148,13,20,51,1911,9,3638,17,21996,20,20,12,72,0.167
2014,"Callahan",46,140,0,3,12,1147,9,2727,20,13488,41,41,12,82,0.146
2014,"Cameron",1547,4149,101,175,572,25756,6,50877,12,416308,796,806,200,1369,0.146
2014,"Camp",39,145,2,11,54,893,7,2182,17,12758,26,26,17,72,0.236
2014,"Carson",21,25,1,5,12,283,5,1051,18,5989,9,9,1,16,0.063
2014,"Cass",113,279,1,54,95,2732,9,6495,21,30489,49,49,12,126,0.095
2014,"Castro",18,52,5,2,40,313,4,1125,15,7637,13,13,0,16,0
2014,"Chambers",88,221,1,19,58,3008,8,4208,11,37652,34,34,8,79,0.101
2014,"Cherokee",184,515,10,52,177,3679,7,8224,16,51438,144,154,50,270,0.185
2014,"Childress",15,46,0,3,10,644,9,1100,16,7062,34,35,9,31,0.29
2014,"Clay",20,73,0,2,12,946,9,2089,20,10361,80,90,25,97,0.258
2014,"Cochran",13,28,NA,NA,7,268,8,493,16,3165,83,104,23,73,0.315
2014,"Coke",6,45,5,2,13,153,5,889,27,3278,11,11,4,14,0.286
2014,"Coleman",29,73,1,0,21,520,6,2097,24,8730,38,44,9,59,0.153
2014,"Collin",1393,3491,33,194,504,28777,3,82153,9,879201,363,374,155,881,0.176
2014,"Collingsworth",11,29,0,6,11,214,7,577,19,3093,16,16,1,18,0.056
2014,"Colorado",29,141,0,10,22,1230,6,4343,21,21009,25,25,10,69,0.145
2014,"Comal",435,936,22,113,303,8342,7,21040,17,122263,98,99,39,295,0.132
2014,"Comanche",45,166,0,3,19,1041,8,3105,23,13607,36,36,13,65,0.2
2014,"Concho",7,23,NA,NA,2,241,6,684,17,4095,18,20,3,20,0.15
2014,"Cooke",198,417,7,49,148,3162,8,6798,17,38942,83,86,15,126,0.119
2014,"Coryell",259,811,7,71,175,6700,9,6348,8,76474,97,99,36,199,0.181
2014,"Cottle",9,11,0,4,4,118,8,396,26,1501,8,8,0,10,0
2014,"Crane",3,15,NA,NA,4,183,4,612,12,5010,4,4,2,12,0.167
2014,"Crockett",25,37,6,3,13,151,4,672,17,3849,13,13,4,15,0.267
2014,"Crosby",59,72,3,6,22,515,8,1189,19,6182,31,34,13,42,0.31
2014,"Culberson",13,24,NA,NA,6,295,13,443,19,2330,11,12,0,13,0
2014,"Dallam",16,93,0,1,9,587,9,642,9,6884,8,8,4,22,0.182
2014,"Dallas",5967,17636,198,1628,4382,130766,5,239477,10,2514350,2946,3044,1037,6287,0.165
2014,"Dawson",105,183,9,26,80,943,7,2025,15,13697,53,54,13,75,0.173
2014,"Deaf Smith",50,165,7,14,55,1053,6,2171,12,18813,31,31,6,43,0.14
2014,"Delta",17,40,3,15,21,554,10,1179,22,5281,9,9,3,25,0.12
2014,"Denton",972,3773,54,209,625,33021,4,63750,9,748901,306,311,111,865,0.128
2014,"DeWitt",60,195,7,19,64,1547,7,4019,19,20693,17,17,7,58,0.121
2014,"Dickens",16,29,3,3,12,241,11,517,23,2283,13,14,3,18,0.167
2014,"Dimmit",43,136,0,25,76,1172,11,1633,15,10598,4,4,3,35,0.086
2014,"Donley",22,29,0,3,12,274,8,812,23,3542,7,7,0,9,0
2014,"Duval",29,135,4,7,27,1607,14,2100,18,11819,32,32,6,66,0.091
2014,"Eastland",77,203,0,5,25,2182,12,3928,21,18445,122,128,30,168,0.179
2014,"Ector",497,1440,50,97,457,11336,7,15396,10,154070,302,310,98,534,0.184
2014,"Edwards",3,15,0,1,10,92,5,504,25,1995,5,5,2,9,0.222
2014,"El Paso",2269,5760,128,162,849,58633,7,94558,11,831949,1026,1036,380,2693,0.141
2014,"Ellis",368,1215,15,60,118,10376,6,18681,12,160531,211,217,41,321,0.128
2014,"Erath",81,253,13,3,49,1876,5,5369,14,39123,79,81,19,115,0.165
2014,"Falls",77,176,1,11,30,1715,10,2998,17,17347,22,22,7,80,0.088
2014,"Fannin",126,284,9,11,39,3053,9,6428,19,34147,95,98,29,140,0.207
2014,"Fayette",38,133,0,20,65,1451,6,5796,23,25067,35,35,6,64,0.094
2014,"Fisher",16,37,NA,NA,7,228,6,937,24,3952,3,3,4,18,0.222
2014,"Floyd",20,67,0,5,42,351,6,1170,19,6090,42,52,14,47,0.298
2014,"Foard",1,5,NA,NA,2,202,16,342,27,1274,12,12,2,15,0.133
2014,"Fort Bend",531,2517,11,77,224,26242,4,61946,9,677179,269,272,75,746,0.101
2014,"Franklin",19,65,2,13,29,1261,12,2093,20,10700,14,14,7,30,0.233
2014,"Freestone",39,191,5,20,41,1649,8,3559,18,19830,24,24,8,66,0.121
2014,"Frio",97,243,1,9,92,1577,9,2258,12,18282,31,32,7,68,0.103
2014,"Gaines",34,100,1,11,34,1264,7,1866,10,19269,11,11,5,20,0.25
2014,"Galveston",476,2526,54,93,358,22673,7,39953,13,315903,340,345,176,961,0.183
2014,"Garza",29,41,2,3,30,488,7,738,11,6580,24,24,6,35,0.171
2014,"Gillespie",31,133,2,3,34,1339,5,7003,28,25273,31,31,10,68,0.147
2014,"Glasscock",NA,5,NA,NA,NA,8,1,219,17,1273,NA,NA,NA,NA,NA
2014,"Goliad",22,63,4,5,10,664,9,1640,22,7420,4,4,5,22,0.227
2014,"Gonzales",75,195,15,8,50,2055,10,3399,17,20473,23,24,11,65,0.169
2014,"Gray",110,262,1,8,64,1935,8,3629,16,23083,60,61,17,102,0.167
2014,"Grayson",584,1227,24,72,253,10653,9,21221,17,125302,381,399,91,557,0.163
2014,"Gregg",525,1013,31,81,338,9141,7,17608,14,123613,266,272,64,488,0.131
2014,"Grimes",81,205,0,25,48,1777,6,4330,16,27526,46,47,19,91,0.209
2014,"Guadalupe",305,1170,13,53,195,9618,7,18794,13,145580,123,126,54,317,0.17
2014,"Hale",185,297,12,46,120,2030,6,4515,13,35055,91,92,15,141,0.106
2014,"Hall",7,24,NA,NA,12,270,8,786,24,3303,17,17,3,16,0.188
2014,"Hamilton",14,80,0,2,8,1005,12,2092,25,8370,2,2,1,27,0.037
2014,"Hansford",11,21,8,0,13,346,6,851,15,5669,3,3,2,6,0.333
2014,"Hardeman",25,37,0,4,13,513,13,781,20,3983,19,19,3,36,0.083
2014,"Hardin",155,585,12,18,54,4511,8,8473,15,55546,84,86,25,195,0.128
2014,"Harris",6070,26325,417,1460,6424,225544,5,401583,9,4439257,5628,5775,1476,10384,0.142
2014,"Harrison",220,519,6,60,144,4051,6,10050,15,66764,126,127,33,230,0.143
2014,"Hartley",3,17,0,1,4,175,3,850,14,6020,5,5,2,13,0.154
2014,"Haskell",24,29,NA,NA,14,835,14,1277,21,5952,31,33,6,44,0.136
2014,"Hays",378,1149,6,100,214,10346,6,18942,10,184417,111,113,43,259,0.166
2014,"Hemphill",8,12,2,1,11,232,6,558,14,4073,4,4,2,10,0.2
2014,"Henderson",342,798,23,102,291,7224,9,16654,21,79723,309,315,79,471,0.168
2014,"Hidalgo",2144,8236,189,180,1048,54091,7,82954,10,812661,1076,1092,286,2077,0.138
2014,"Hill",133,313,4,51,105,3047,9,6981,20,35396,84,89,32,161,0.199
2014,"Hockley",113,202,13,11,90,1722,7,3258,14,23530,102,121,24,138,0.174
2014,"Hood",251,481,26,25,129,3587,7,12692,23,54101,146,152,27,170,0.159
2014,"Hopkins",93,342,2,47,90,3261,9,6322,18,35958,81,83,18,128,0.141
