"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2016,"Terrell",1,3,NA,NA,NA,37,4,296,29,1031,NA,NA,0,1,0
2016,"Terry",29,119,0,12,35,910,7,1970,15,12877,118,129,37,151,0.245
2016,"Throckmorton",NA,14,NA,NA,NA,117,8,414,27,1551,3,3,0,8,0
2016,"Titus",93,268,3,38,87,2125,6,4585,14,32805,44,46,17,98,0.173
2016,"Tom Green",297,1274,51,106,503,7952,7,17627,15,117499,613,625,178,917,0.194
2016,"Travis",2105,8233,187,574,1872,55604,5,104641,9,1184722,720,720,457,2952,0.155
2016,"Trinity",57,200,6,15,55,2043,14,3687,26,14404,84,86,12,105,0.114
2016,"Tyler",63,235,0,9,37,3028,14,4540,21,21473,46,47,13,99,0.131
2016,"Unknown",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Upshur",112,395,7,45,116,3636,9,7318,18,40659,80,81,26,176,0.148
2016,"Upton",6,43,0,2,8,121,3,646,17,3711,2,2,3,9,0.333
2016,"Uvalde",101,378,6,34,107,1789,7,4454,16,27181,14,14,12,76,0.158
2016,"Val Verde",70,481,3,18,51,3520,7,6902,14,48564,16,16,23,144,0.16
2016,"Van Zandt",203,428,18,92,236,4971,9,11144,21,54304,142,146,45,241,0.187
2016,"Victoria",222,1083,32,23,213,6536,7,13939,15,93015,136,136,42,308,0.136
2016,"Walker",50,383,2,15,59,2848,4,8806,12,71016,89,90,12,166,0.072
2016,"Waller",54,323,11,24,81,2859,6,5917,12,47553,50,50,14,95,0.147
2016,"Ward",28,149,8,4,28,797,7,1747,14,12217,41,41,11,59,0.186
2016,"Washington",89,219,2,25,63,2096,6,7001,20,34545,15,15,11,121,0.091
2016,"Webb",374,2190,50,110,547,15229,6,24226,9,265200,193,193,61,513,0.119
2016,"Wharton",50,384,8,17,45,2801,7,6944,17,41709,52,54,15,134,0.112
2016,"Wheeler",12,30,3,1,10,380,7,1164,21,5643,10,10,0,21,0
2016,"Wichita",585,1761,35,101,338,12439,9,19652,15,132433,810,826,247,1290,0.191
2016,"Wilbarger",47,144,0,8,29,1560,12,2399,18,13212,62,62,16,109,0.147
2016,"Willacy",91,295,11,12,61,1906,9,2917,13,22184,42,42,22,116,0.19
2016,"Williamson",695,2424,57,130,482,26920,5,58279,11,517263,219,221,124,826,0.15
2016,"Wilson",60,307,7,17,95,2872,6,7604,16,48091,53,53,13,134,0.097
2016,"Winkler",23,77,8,3,22,407,5,1015,12,8278,14,16,4,29,0.138
2016,"Wise",199,585,10,52,158,5918,9,9780,15,63146,62,62,19,193,0.098
2016,"Wood",143,354,17,30,126,4261,10,11810,27,44009,130,132,32,228,0.14
2016,"Yoakum",16,47,0,1,6,236,3,1103,13,8599,13,13,1,17,0.059
2016,"Young",77,247,5,11,32,1279,7,3792,20,18603,118,118,31,180,0.172
2016,"Zapata",37,170,0,3,29,1281,9,1772,12,14327,15,16,6,38,0.158
2016,"Zavala",39,197,7,4,41,1588,13,1645,13,12275,15,16,8,55,0.145
2017,"Anderson",216,410,9,88,179,4937,8,8498,15,58342,121,126,33,221,0.149
2017,"Andrews",36,168,5,9,61,918,5,1995,10,19526,5,5,4,35,0.114
2017,"Angelina",286,985,38,59,237,8450,9,13901,16,89557,241,247,85,478,0.178
2017,"Aransas",85,276,13,45,104,2249,9,7133,27,26228,62,62,42,212,0.198
2017,"Archer",20,83,0,6,11,598,7,1663,20,8516,38,38,11,58,0.19
2017,"Armstrong",NA,17,NA,NA,NA,64,3,543,28,1952,1,1,0,4,0
2017,"Atascosa",308,730,21,68,201,2913,6,7255,15,49504,65,65,25,201,0.124
2017,"Austin",17,261,0,6,21,1945,7,5640,19,29801,52,52,13,107,0.121
2017,"Bailey",12,68,0,4,17,424,6,1057,14,7525,36,38,10,58,0.172
2017,"Bandera",83,192,1,24,49,2056,10,5517,26,20992,45,45,12,111,0.108
2017,"Bastrop",210,899,9,56,202,6212,8,12610,15,82448,39,39,57,322,0.177
2017,"Baylor",12,59,0,4,11,304,8,884,24,3645,17,17,8,23,0.348
2017,"Bee",94,373,19,36,142,3466,10,4052,12,33657,88,89,22,162,0.136
2017,"Bell",1148,3846,129,534,1276,29897,9,33971,10,341136,380,383,226,1283,0.176
2017,"Bexar",5588,20201,902,1478,5437,155327,8,233868,12,1974510,3273,3298,1247,7995,0.156
2017,"Blanco",13,48,0,8,26,855,8,2798,25,11201,7,7,5,29,0.172
2017,"Borden",5,13,NA,NA,NA,57,9,194,29,669,NA,NA,0,3,0
2017,"Bosque",49,151,0,35,94,1265,7,4406,25,17875,12,12,12,75,0.16
2017,"Bowie",239,924,20,85,230,6555,7,15509,17,92598,120,123,44,312,0.141
2017,"Brazoria",655,2471,32,71,268,17703,5,41661,12,356123,346,348,115,764,0.151
2017,"Brazos",302,1337,8,40,128,9646,4,19075,9,217040,153,153,75,400,0.188
2017,"Brewster",17,58,2,2,4,970,11,1858,20,9204,38,39,18,69,0.261
2017,"Briscoe",2,1,NA,NA,1,47,3,432,27,1582,NA,NA,0,1,0
2017,"Brooks",37,147,1,5,25,653,9,1417,20,7195,14,14,4,52,0.077
2017,"Brown",204,387,25,119,306,2483,6,8089,21,38758,126,128,39,283,0.138
2017,"Burleson",57,201,0,13,54,1129,6,3618,21,17551,27,27,16,89,0.18
2017,"Burnet",149,390,11,82,217,3910,8,10204,22,46513,52,52,27,170,0.159
2017,"Caldwell",135,511,8,50,148,2956,7,6097,14,42322,56,56,31,145,0.214
2017,"Calhoun",99,199,4,18,64,2053,9,3864,17,22436,38,38,10,75,0.133
2017,"Callahan",44,179,2,4,25,1069,8,2892,22,13442,49,49,23,107,0.215
2017,"Cameron",1209,4104,224,127,729,23013,5,55776,13,422582,641,642,227,1606,0.141
2017,"Camp",47,91,0,23,41,894,7,2331,18,13047,37,37,9,72,0.125
2017,"Carson",23,66,2,8,17,273,5,1041,18,5877,9,9,4,28,0.143
2017,"Cass",87,268,12,27,85,2601,9,6898,23,30442,46,47,16,121,0.132
2017,"Castro",12,39,0,10,17,342,5,1170,16,7365,12,12,5,14,0.357
2017,"Chambers",66,219,3,19,76,2235,6,4733,12,39835,70,70,23,101,0.228
2017,"Cherokee",199,550,10,80,221,3326,6,8706,17,51873,178,182,58,323,0.18
2017,"Childress",25,82,2,11,26,479,7,1138,16,7079,27,27,11,36,0.306
2017,"Clay",21,105,0,5,13,873,9,2193,22,10075,50,50,12,71,0.169
2017,"Cochran",10,28,0,4,6,229,7,534,16,3251,59,63,15,73,0.205
2017,"Coke",1,38,3,0,11,174,5,896,28,3246,8,8,0,22,0
2017,"Coleman",33,115,6,14,40,614,7,2128,25,8609,47,47,19,84,0.226
2017,"Collin",1149,3271,37,212,536,31324,3,100583,11,956327,301,304,137,1108,0.124
2017,"Collingsworth",6,31,1,0,5,179,6,606,19,3151,12,12,3,13,0.231
2017,"Colorado",12,184,1,3,16,1303,6,4605,22,21145,39,39,12,76,0.158
2017,"Comal",455,1150,11,149,417,9562,7,24407,18,134065,146,147,53,404,0.131
2017,"Comanche",35,180,6,6,36,959,7,3229,24,13346,44,44,15,97,0.155
2017,"Concho",NA,13,NA,NA,2,139,3,765,19,4124,12,12,1,16,0.063
2017,"Cooke",253,474,27,80,211,2800,7,7323,19,39339,51,51,26,126,0.206
2017,"Coryell",289,757,8,104,244,8694,11,6783,9,77317,38,38,47,246,0.191
2017,"Cottle",1,10,NA,NA,NA,131,9,439,29,1514,11,11,7,18,0.389
2017,"Crane",6,15,3,4,15,245,4,725,13,5577,8,8,1,16,0.063
2017,"Crockett",14,32,2,6,26,190,5,762,19,3953,10,10,6,17,0.353
2017,"Crosby",22,122,6,6,40,578,9,1306,21,6326,25,25,14,60,0.233
2017,"Culberson",15,17,0,4,6,322,14,508,22,2288,9,9,3,12,0.25
2017,"Dallam",16,103,0,11,31,543,8,661,9,7060,6,6,0,14,0
2017,"Dallas",6242,18850,161,1422,4310,132249,5,266549,10,2624075,1768,1773,1033,7072,0.146
2017,"Dawson",60,161,4,6,32,1474,11,2049,15,13644,28,29,16,100,0.16
2017,"Deaf Smith",50,181,3,18,65,867,5,2239,12,18470,31,32,8,48,0.167
2017,"Delta",22,59,0,6,8,524,10,1266,24,5340,16,16,4,31,0.129
2017,"Denton",932,3837,43,255,744,33516,4,79475,10,819532,366,367,116,1213,0.096
2017,"DeWitt",65,261,6,15,76,1615,8,4244,20,21199,17,18,9,86,0.105
2017,"Dickens",3,25,0,1,4,276,12,542,24,2223,3,3,2,11,0.182
2017,"Dimmit",51,173,4,11,52,1346,12,1738,16,11140,17,17,7,32,0.219
2017,"Donley",8,31,4,9,23,188,5,842,24,3488,20,20,8,25,0.32
2017,"Duval",20,140,4,0,33,1589,13,2182,18,11822,30,30,5,65,0.077
2017,"Eastland",63,246,8,13,59,2263,12,4118,22,18357,75,75,34,164,0.207
2017,"Ector",350,1422,42,101,398,11038,7,16788,10,168589,234,237,97,561,0.173
2017,"Edwards",5,30,NA,NA,5,266,13,558,28,2009,NA,NA,1,6,0.167
2017,"El Paso",1943,6383,97,147,648,60070,7,104788,12,854479,1074,1080,481,3262,0.147
2017,"Ellis",372,1196,6,29,123,9722,6,21738,13,168947,98,98,56,407,0.138
2017,"Erath",167,288,17,15,51,2310,6,5832,14,40231,26,27,19,113,0.168
2017,"Falls",57,164,3,22,42,1931,11,3114,18,16972,55,55,11,90,0.122
2017,"Fannin",99,289,12,44,117,2615,8,6887,20,34370,94,95,38,185,0.205
2017,"Fayette",50,146,5,19,64,1716,7,6197,24,25545,12,12,16,94,0.17
2017,"Fisher",25,54,4,6,13,264,7,991,25,3979,11,12,4,24,0.167
2017,"Floyd",21,80,0,10,20,297,5,1229,21,5928,19,19,5,40,0.125
2017,"Foard",2,10,NA,NA,1,91,7,360,29,1256,13,13,3,21,0.143
2017,"Fort Bend",737,3323,26,85,313,28151,4,81341,11,754361,374,374,145,1085,0.134
2017,"Franklin",35,87,6,5,27,840,8,2172,20,10802,20,21,3,41,0.073
2017,"Freestone",37,145,2,16,38,1922,10,3746,19,19863,26,26,14,94,0.149
2017,"Frio",94,243,8,24,113,1720,9,2514,13,19130,8,8,9,54,0.167
2017,"Gaines",35,134,8,14,38,1121,5,2101,10,20667,19,19,5,48,0.104
2017,"Galveston",746,3043,30,83,399,23482,7,46146,14,335200,491,493,209,1288,0.162
2017,"Garza",10,40,0,1,10,581,9,763,11,6691,22,24,10,46,0.217
2017,"Gillespie",42,153,0,2,35,1072,4,7385,29,25682,44,44,10,81,0.123
2017,"Glasscock",3,6,NA,NA,NA,13,1,265,20,1318,NA,NA,NA,NA,NA
2017,"Goliad",16,94,1,3,14,514,7,1867,25,7575,11,11,0,25,0
2017,"Gonzales",77,282,2,12,45,1718,8,3603,17,20937,17,17,10,81,0.123
2017,"Gray",113,260,8,39,92,2363,10,3681,16,23623,52,52,16,121,0.132
2017,"Grayson",459,1284,29,90,386,11210,9,22955,18,128563,297,303,90,663,0.136
2017,"Gregg",454,1135,38,135,448,8722,7,18662,15,124780,105,105,62,492,0.126
2017,"Grimes",63,321,0,29,50,1611,6,4938,17,28230,41,41,16,107,0.15
2017,"Guadalupe",317,1538,37,54,254,9945,6,21603,14,157370,151,153,71,442,0.161
2017,"Hale",104,380,4,42,119,1807,5,4556,13,34150,83,84,18,155,0.116
2017,"Hall",13,29,0,10,13,252,8,814,25,3308,16,16,3,26,0.115
2017,"Hamilton",23,82,0,5,16,924,11,2067,25,8274,7,7,7,40,0.175
2017,"Hansford",NA,26,0,2,13,303,5,901,16,5753,1,1,1,7,0.143
2017,"Hardeman",18,42,0,2,3,542,14,770,20,3923,16,16,6,40,0.15
2017,"Hardin",116,502,5,19,63,4493,8,9328,17,56051,91,92,36,235,0.153
2017,"Harris",6551,33975,464,1336,5893,228608,5,460594,10,4706369,6071,6142,1979,12510,0.158
2017,"Harrison",199,627,27,45,187,3711,5,10886,16,67523,59,59,25,255,0.098
2017,"Hartley",3,15,NA,NA,5,322,5,901,15,6040,NA,NA,0,3,0
2017,"Haskell",8,68,0,4,15,752,12,1328,22,6061,21,21,8,44,0.182
2017,"Hays",308,1350,22,84,311,9594,5,24325,12,207880,96,96,57,357,0.16
2017,"Hemphill",5,7,0,1,11,358,8,605,14,4336,NA,NA,2,6,0.333
2017,"Henderson",361,919,49,102,396,6270,8,17693,22,80527,284,291,81,495,0.164
2017,"Hidalgo",1666,7748,280,209,1040,53144,6,92319,11,841585,853,862,405,2462,0.165
2017,"Hill",123,339,3,56,135,2914,8,7423,21,35582,64,64,32,165,0.194
2017,"Hockley",86,234,19,34,89,1883,8,3524,15,24083,70,70,20,125,0.16
2017,"Hood",264,583,6,54,161,2693,5,13932,25,56362,54,54,44,221,0.199
2017,"Hopkins",112,328,5,41,118,3118,9,6929,19,36535,98,102,37,180,0.206
2017,"Houston",60,215,2,21,114,1643,7,4792,21,22931,98,100,22,130,0.169
2017,"Howard",136,374,10,36,133,3936,10,4820,12,39167,66,68,43,221,0.195
2017,"Hudspeth",8,20,3,1,4,500,15,682,20,3399,4,4,3,15,0.2
2017,"Hunt",311,854,30,118,313,7693,8,15114,16,92298,188,189,81,481,0.168
2017,"Hutchinson",79,254,9,28,76,2147,10,3474,16,21624,66,66,19,125,0.152
2017,"Irion",7,13,0,1,1,78,5,370,24,1524,1,1,0,2,0
2017,"Jack",46,89,1,13,41,838,9,1473,17,8888,32,33,11,67,0.164
2017,"Jackson",42,117,1,1,24,1431,9,2725,18,15330,22,22,3,34,0.088
2017,"Jasper",129,318,17,79,188,2990,8,6917,19,35679,104,104,29,242,0.12
2017,"Jeff Davis",1,11,NA,NA,NA,139,6,713,33,2168,2,2,1,12,0.083
2017,"Jefferson",572,2376,26,152,442,18822,7,35803,14,256679,671,676,221,1418,0.156
2017,"Jim Hogg",17,113,0,2,6,527,10,880,17,5150,9,9,5,43,0.116
2017,"Jim Wells",121,663,39,20,150,3010,7,6474,15,42298,79,79,28,233,0.12
2017,"Johnson",552,1536,33,126,465,8643,5,23802,14,165360,121,121,75,519,0.145
2017,"Jones",67,223,3,13,39,2759,14,3040,15,19827,31,31,13,127,0.102
2017,"Karnes",64,216,15,27,75,1065,7,2322,15,15171,18,18,8,53,0.151
2017,"Kaufman",246,906,20,56,158,8096,7,15592,13,118095,135,137,52,309,0.168
2017,"Kendall",39,257,0,12,29,2414,6,8464,20,41764,39,40,16,104,0.154
2017,"Kenedy",NA,NA,NA,NA,NA,33,7,97,21,458,NA,NA,0,1,0
2017,"Kent",NA,3,NA,NA,NA,103,13,238,30,787,NA,NA,1,3,0.333
2017,"Kerr",182,483,8,18,136,4287,8,13676,27,51421,146,147,44,336,0.131
2017,"Kimble",17,39,4,9,22,366,8,1263,29,4420,18,18,4,20,0.2
2017,"King",NA,NA,NA,NA,NA,17,6,58,19,301,NA,NA,NA,NA,NA
2017,"Kinney",7,23,0,1,2,373,11,858,25,3468,NA,NA,3,13,0.231
2017,"Kleberg",91,337,6,15,86,2312,7,4264,14,31057,57,57,20,151,0.132
2017,"Knox",7,36,NA,NA,2,341,9,863,22,3866,16,16,9,31,0.29
2017,"La Salle",38,122,1,4,17,778,10,1274,16,7844,10,10,3,38,0.079
2017,"Lamar",218,550,25,98,209,4003,8,9847,20,50022,135,137,49,277,0.177
2017,"Lamb",56,137,5,12,45,1041,8,2377,18,13128,102,104,18,116,0.155
2017,"Lampasas",83,180,5,42,80,1984,10,4081,20,20581,11,11,20,110,0.182
2017,"Lavaca",20,143,2,7,28,1284,6,4436,22,20155,13,13,10,48,0.208
2017,"Lee",41,174,0,21,48,964,6,3189,18,17298,10,10,15,63,0.238
2017,"Leon",32,155,0,10,28,1499,9,4122,24,17414,22,22,11,74,0.149
2017,"Liberty",277,938,36,92,304,7721,9,11620,14,82278,289,293,78,407,0.192
2017,"Limestone",34,235,0,8,36,1912,8,4432,19,23538,43,43,15,128,0.117
2017,"Lipscomb",2,21,2,0,3,235,7,654,18,3541,NA,NA,0,4,0
2017,"Live Oak",37,110,7,8,29,1113,9,2499,21,11859,24,24,7,54,0.13
2017,"Llano",83,152,9,33,93,2010,10,6584,34,19387,33,33,13,114,0.114
2017,"Loving",NA,1,NA,NA,NA,11,12,25,28,89,NA,NA,0,2,0
2017,"Lubbock",1032,3000,146,426,1298,22653,7,38667,13,303884,1188,1233,507,2226,0.228
2017,"Lynn",19,52,0,6,14,637,11,988,17,5663,17,17,2,37,0.054
2017,"Madison",14,111,1,4,14,1262,9,2204,15,14223,8,8,6,61,0.098
2017,"Marion",56,137,4,34,55,975,9,2583,25,10409,17,18,4,65,0.062
2017,"Martin",20,48,5,0,14,204,4,826,15,5626,10,11,4,24,0.167
2017,"Mason",7,36,7,0,8,233,6,1160,30,3914,12,12,3,21,0.143
2017,"Matagorda",51,392,2,25,69,2988,8,6141,17,37030,96,97,30,158,0.19
2017,"Maverick",38,294,5,4,26,4732,8,7307,13,58254,48,50,16,144,0.111
2017,"McCulloch",29,129,3,11,36,756,9,1982,23,8539,41,43,8,55,0.145
2017,"McLennan",851,2804,97,269,907,16650,7,34895,14,247655,200,200,174,1112,0.156
2017,"McMullen",1,17,NA,NA,NA,77,10,243,32,761,2,2,0,7,0
2017,"Medina",108,527,11,28,140,3896,8,8079,16,49136,86,87,25,187,0.134
2017,"Menard",5,26,4,1,10,185,8,684,31,2194,12,12,2,24,0.083
2017,"Midland",203,1101,2,60,205,8342,5,16589,10,169373,172,172,71,400,0.178
2017,"Milam",80,269,16,53,166,2178,9,5126,21,24661,38,38,16,97,0.165
2017,"Mills",6,48,0,3,15,525,11,1313,27,4879,5,5,3,27,0.111
2017,"Mitchell",30,139,1,7,18,664,7,1579,16,9713,18,18,12,55,0.218
2017,"Montague",105,236,2,34,92,1767,9,4341,22,19350,93,93,24,154,0.156
2017,"Montgomery",807,4059,58,228,652,27974,5,73466,13,561436,771,774,187,1357,0.138
2017,"Moore",65,166,0,31,55,966,4,2389,11,21696,36,36,6,63,0.095
2017,"Morris",35,120,3,10,31,1125,9,2812,22,12593,43,43,19,102,0.186
2017,"Motley",1,6,0,1,3,85,7,387,33,1184,7,7,3,16,0.188
2017,"Nacogdoches",147,510,9,84,214,6105,10,9584,15,63691,221,228,43,250,0.172
2017,"Navarro",106,435,10,24,87,4055,8,8373,17,47959,96,97,28,221,0.127
2017,"Newton",18,87,0,6,40,1564,11,2698,19,13912,37,37,8,72,0.111
2017,"Nolan",136,279,4,19,52,1472,10,2782,18,15478,53,55,24,109,0.22
2017,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,0
2017,"Nueces",1244,3853,145,260,893,25793,7,50267,14,369869,758,761,328,1917,0.171
2017,"Ochiltree",29,66,4,6,21,533,5,1204,11,10958,12,12,5,25,0.2
2017,"Oldham",NA,10,NA,NA,1,98,5,401,19,2163,NA,NA,0,1,0
2017,"Orange",244,927,18,61,266,7329,9,14438,17,84886,184,184,87,494,0.176
2017,"Out of State",14,36,0,4,2,NA,NA,NA,NA,NA,24,24,9,51,0.176
2017,"Palo Pinto",238,417,19,51,225,2555,9,5398,19,27955,41,41,25,162,0.154
2017,"Panola",91,209,4,24,78,1812,7,4486,18,24402,54,54,14,111,0.126
2017,"Parker",443,968,17,60,245,8024,6,21230,16,129607,131,132,56,399,0.14
2017,"Parmer",3,62,0,2,10,631,7,1309,14,9489,14,14,5,29,0.172
2017,"Pecos",31,107,5,8,23,895,5,2172,13,16313,35,35,4,61,0.066
2017,"Polk",167,567,10,46,100,5533,12,9297,19,47886,158,161,43,341,0.126
2017,"Potter",697,1482,59,191,496,7879,6,16028,13,122482,451,459,152,804,0.189
2017,"Presidio",6,39,NA,NA,NA,486,8,1411,22,6371,15,15,6,35,0.171
2017,"Rains",43,122,1,20,36,909,8,2698,24,11234,27,27,9,65,0.138
2017,"Randall",316,810,52,121,348,7110,5,19525,15,132035,203,204,97,424,0.229
2017,"Reagan",7,34,0,7,9,136,3,522,13,3928,3,3,2,8,0.25
2017,"Real",6,46,3,3,25,272,8,1069,32,3386,15,15,6,27,0.222
2017,"Red River",37,121,1,14,45,1088,9,3040,24,12701,37,39,12,62,0.194
2017,"Reeves",21,58,1,5,16,752,5,1951,13,15081,16,16,2,45,0.044
2017,"Refugio",15,69,3,1,9,776,10,1739,23,7529,15,15,2,36,0.056
2017,"Roberts",3,NA,NA,NA,NA,61,6,217,22,974,1,1,1,2,0.5
2017,"Robertson",31,231,1,9,24,1300,8,3195,19,16791,34,34,17,83,0.205
2017,"Rockwall",98,426,4,24,53,4126,4,11976,13,94557,39,39,19,165,0.115
2017,"Runnels",29,103,4,8,35,612,6,2416,22,10822,40,41,16,82,0.195
2017,"Rusk",186,435,12,61,168,4100,8,8669,16,52941,90,92,28,175,0.16
2017,"Sabine",40,87,12,18,38,1288,13,3020,30,10201,27,27,13,70,0.186
2017,"San Augustine",37,69,5,3,14,1064,12,2290,27,8543,50,52,16,102,0.157
2017,"San Jacinto",83,234,5,25,62,3226,11,5926,21,28106,104,104,24,193,0.124
2017,"San Patricio",216,809,21,56,179,4709,7,10593,15,69197,139,139,54,368,0.147
2017,"San Saba",16,27,1,11,28,417,7,1378,23,5910,7,7,8,25,0.32
2017,"Schleicher",8,15,0,5,13,151,5,609,18,3292,4,4,3,13,0.231
2017,"Scurry",57,203,1,4,36,1300,7,2629,15,17902,32,35,15,77,0.195
2017,"Shackelford",14,44,0,2,6,304,9,661,20,3382,8,9,3,23,0.13
2017,"Shelby",97,238,0,37,79,2437,10,4412,17,25574,99,102,28,150,0.187
2017,"Sherman",2,8,0,1,8,241,8,528,17,3177,3,3,0,10,0
2017,"Smith",517,1847,42,103,485,15228,7,36640,16,227753,530,540,150,985,0.152
2017,"Somervell",39,63,1,6,25,367,4,1815,20,9002,4,4,3,17,0.176
2017,"Starr",136,545,11,39,94,5775,9,7703,12,63778,72,73,21,181,0.116
2017,"Stephens",15,99,4,2,19,971,10,1915,20,9567,34,36,14,72,0.194
2017,"Sterling",1,17,NA,NA,4,128,11,282,23,1218,1,1,0,2,0
2017,"Stonewall",8,2,0,1,1,80,5,451,30,1511,4,4,4,9,0.444
2017,"Sutton",20,77,0,10,20,161,4,825,19,4295,14,14,4,16,0.25
2017,"Swisher",42,92,5,8,21,651,9,1442,19,7515,20,20,2,24,0.083
2017,"Tarrant",5630,16250,117,588,1998,112298,6,227646,11,2040538,1538,1553,856,5808,0.147
2017,"Taylor",800,1986,105,202,707,10813,8,19854,14,137105,640,650,294,1343,0.219
2017,"Terrell",NA,8,NA,NA,NA,36,3,307,30,1040,1,1,0,6,0
2017,"Terry",37,136,5,17,39,911,7,1992,15,12915,135,148,34,164,0.207
2017,"Throckmorton",3,10,NA,NA,NA,118,8,419,27,1548,1,1,2,7,0.286
2017,"Titus",97,239,6,34,85,2121,6,4741,14,32855,46,49,12,93,0.129
2017,"Tom Green",328,1151,66,145,477,8029,7,18088,15,118925,648,657,255,1184,0.215
2017,"Travis",2172,8629,207,485,1856,56741,5,110748,9,1211795,798,800,565,3222,0.175
2017,"Trinity",68,113,9,12,56,2026,14,3746,26,14371,94,96,16,116,0.138
2017,"Tyler",91,247,3,25,48,3008,14,4600,21,21446,53,54,22,114,0.193
2017,"Unknown",NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"Upshur",120,370,10,75,167,3647,9,7504,18,40887,72,73,28,178,0.157
2017,"Upton",6,27,5,4,13,123,3,668,18,3780,13,13,4,15,0.267
2017,"Uvalde",120,392,7,20,93,1806,7,4500,16,27339,15,15,18,92,0.196
2017,"Val Verde",74,418,5,9,46,3511,7,6996,14,48482,16,16,25,150,0.167
2017,"Van Zandt",179,481,17,55,213,4980,9,11374,21,54600,113,114,37,271,0.137
2017,"Victoria",206,1179,12,36,190,6621,7,14339,15,94187,154,154,34,331,0.103
2017,"Walker",61,388,2,17,54,2856,4,9131,13,71699,112,113,26,179,0.145
2017,"Waller",45,421,11,4,68,2897,6,6206,13,48346,66,67,27,121,0.223
2017,"Ward",39,118,2,13,34,815,6,1780,14,12543,24,24,5,43,0.116
2017,"Washington",50,238,4,22,57,2089,6,7179,21,34698,15,15,14,115,0.122
2017,"Webb",438,2106,44,107,508,15460,6,25027,9,267971,151,154,90,621,0.145
2017,"Wharton",105,342,11,39,83,2789,7,7108,17,41777,85,85,26,139,0.187
2017,"Wheeler",13,41,0,3,5,379,7,1195,21,5680,11,11,2,18,0.111
2017,"Wichita",609,1725,41,124,379,12405,9,20154,15,132632,846,857,288,1286,0.224
2017,"Wilbarger",42,185,2,12,39,1547,12,2456,19,13181,87,88,34,162,0.21
2017,"Willacy",73,243,7,9,45,1901,9,2980,13,22174,58,58,20,115,0.174
2017,"Williamson",596,2517,48,113,438,27821,5,62316,12,534550,216,216,156,875,0.178
2017,"Wilson",87,405,2,33,98,2919,6,8009,16,48995,51,52,30,143,0.21
2017,"Winkler",19,59,1,4,20,416,5,1045,12,8509,15,15,4,24,0.167
2017,"Wise",225,597,11,46,157,5965,9,10164,16,63820,102,102,40,209,0.191
2017,"Wood",169,335,5,70,143,4274,10,12023,27,44331,102,102,28,242,0.116
2017,"Yoakum",11,57,0,4,5,241,3,1137,13,8752,11,11,5,28,0.179
2017,"Young",85,241,2,21,53,1267,7,3927,21,18640,120,122,29,194,0.149
2017,"Zapata",51,182,2,6,30,1288,9,1795,13,14353,13,13,10,44,0.227
2017,"Zavala",36,189,9,1,39,1596,13,1673,14,12368,11,12,5,43,0.116
2018,"Anderson",194,374,15,62,215,4925,8,8645,15,58293,97,97,32,194,0.165
2018,"Andrews",56,137,3,30,64,957,5,2046,10,20388,16,16,5,42,0.119
2018,"Angelina",224,839,26,60,239,8452,9,14231,16,89860,257,262,87,514,0.169
2018,"Aransas",83,165,3,36,121,2276,9,7299,27,26700,74,75,33,163,0.202
2018,"Archer",16,84,1,0,8,593,7,1684,20,8452,38,39,13,64,0.203
2018,"Armstrong",7,14,0,4,4,63,3,560,29,1954,4,4,1,5,0.2
2018,"Atascosa",186,627,15,52,188,2949,6,7508,15,50265,110,112,26,200,0.13
2018,"Austin",29,197,0,4,13,1945,6,5847,19,30002,43,44,11,80,0.138
2018,"Bailey",24,80,2,9,19,426,6,1074,14,7582,17,17,1,24,0.042
2018,"Bandera",56,211,3,13,54,2036,10,5731,27,21083,51,51,20,109,0.183
2018,"Bastrop",309,882,30,76,235,6274,7,13228,16,83657,77,78,60,329,0.182
2018,"Baylor",12,44,0,4,12,303,8,880,24,3640,21,21,12,44,0.273
2018,"Bee",119,300,33,51,174,3481,10,4172,12,33924,79,81,34,178,0.191
2018,"Bell",1352,3636,112,716,1573,30191,9,35013,10,345285,311,317,258,1370,0.188
2018,"Bexar",5865,18353,697,1352,5751,158115,8,243623,12,2013625,3441,3482,1200,8076,0.149
2018,"Blanco",26,49,2,21,36,856,8,2910,26,11303,5,5,4,36,0.111
2018,"Borden",4,2,0,4,4,57,8,194,29,675,NA,NA,NA,NA,NA
2018,"Bosque",59,160,6,40,86,1256,7,4467,25,17828,28,28,12,92,0.13
2018,"Bowie",235,823,22,52,180,6544,7,15843,17,92615,171,172,55,377,0.146
2018,"Brazoria",608,2148,59,80,321,18006,5,43927,12,362609,325,327,114,788,0.145
2018,"Brazos",245,1279,6,76,164,9785,4,19962,9,221079,175,175,58,434,0.134
