"yfips","year","fips","state","county_name","total_pop","total_pop_15to64","female_pop_15to64","male_pop_15to64","aapi_pop_15to64","black_pop_15to64","latinx_pop_15to64","native_pop_15to64","white_pop_15to64","urbanicity","region","division","commuting_zone","metro_area","land_area","total_jail_pop","female_jail_pop","male_jail_pop","female_adult_jail_pop","female_juvenile_jail_pop","male_adult_jail_pop","male_juvenile_jail_pop","aapi_jail_pop","black_jail_pop","latinx_jail_pop","native_jail_pop","white_jail_pop","other_race_jail_pop","total_jail_pretrial","total_jail_from_prison","total_jail_from_other_jail","total_jail_from_fed","total_jail_from_bia","total_jail_from_bop","total_jail_from_ice","total_jail_from_marshals","total_jail_from_other_fed","jail_rated_capacity","private_jail_flag","regional_jail_flag","total_jail_adm","total_jail_dis","total_jail_pop_dcrp","female_jail_pop_dcrp","male_jail_pop_dcrp","total_jail_adm_dcrp","female_jail_adm_dcrp","male_jail_adm_dcrp","total_prison_pop","female_prison_pop","male_prison_pop","aapi_prison_pop","black_prison_pop","latinx_prison_pop","native_prison_pop","other_race_prison_pop","white_prison_pop","aapi_female_prison_pop","aapi_male_prison_pop","black_female_prison_pop","black_male_prison_pop","latinx_female_prison_pop","latinx_male_prison_pop","native_female_prison_pop","native_male_prison_pop","other_race_female_prison_pop","other_race_male_prison_pop","white_female_prison_pop","white_male_prison_pop","total_prison_adm","female_prison_adm","male_prison_adm","aapi_prison_adm","black_prison_adm","latinx_prison_adm","native_prison_adm","other_race_prison_adm","white_prison_adm","aapi_female_prison_adm","aapi_male_prison_adm","black_female_prison_adm","black_male_prison_adm","latinx_female_prison_adm","latinx_male_prison_adm","native_female_prison_adm","native_male_prison_adm","other_race_female_prison_adm","other_race_male_prison_adm","white_female_prison_adm","white_male_prison_adm","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_jail_adm_rate","total_jail_pretrial_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate","total_prison_adm_rate","female_prison_adm_rate","male_prison_adm_rate","aapi_prison_adm_rate","black_prison_adm_rate","latinx_prison_adm_rate","native_prison_adm_rate","white_prison_adm_rate"
201848073,2018,48073,"TX","Cherokee County",52592,32269,15387,16882,200,5136,7773,127,19033,"rural","South","West South Central",475,27380,1052.95,130,21,128,21,0,128,0,0,39,12,0,97,1,74,0,4,6,0,0,6,0,0,188,0,0,1664,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.86,136.48,758.2,0,759.35,154.38,0,509.64,5156.65,229.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848075,2018,48075,"TX","Childress County",7291,4986,1664,3322,30,678,1706,31,2541,"rural","South","West South Central",299,NA,696.4,60,11,56,11,0,56,0,0,19,19,1,28,0,65,0,54,0,0,0,0,0,0,94,0,0,965,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203.37,661.06,1685.73,0,2802.36,1113.72,3225.81,1101.93,19354.19,1303.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848077,2018,48077,"TX","Clay County",10456,6388,3185,3203,50,78,454,75,5731,"small/mid","South","West South Central",68,48660,1088.73,20,1,21,1,0,21,0,0,4,5,0,16,0,21,0,0,1,0,0,1,0,0,38,0,0,572,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.09,31.4,655.64,0,5128.21,1101.32,0,279.18,8954.29,328.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848079,2018,48079,"TX","Cochran County",2836,1737,862,875,10,68,1037,8,614,"rural","South","West South Central",270,NA,775.08,3,0,5,0,0,5,0,0,0.4,2,0,0.33,0,1,2,0,0,0,0,0,0,0,13,0,0,416,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.71,0,571.43,0,588.24,192.86,0,53.75,23949.34,57.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848081,2018,48081,"TX","Coke County",3370,1881,953,928,6,26,461,22,1366,"rural","South","West South Central",193,NA,911.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848083,2018,48083,"TX","Coleman County",8397,4863,2372,2491,52,171,894,38,3708,"rural","South","West South Central",511,NA,1261.95,7,1,3,1,0,3,0,0,1.4,1.75,0,7,0,2,1,0,0,0,0,0,0,0,15,0,0,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.94,42.16,120.43,0,818.71,195.75,0,188.78,NA,41.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848085,2018,48085,"TX","Collin County",1005146,681514,343745,337769,114859,74969,105277,3142,383267,"urban","South","West South Central",42,19100,841.18,1010,201,860,200,1,857,3,19,301,229,6,506,0,705,53,10,121,0,1,94,26,0,1298,0,0,18438,18992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.2,58.47,254.61,16.54,401.5,217.52,190.96,132.02,2705.45,103.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848087,2018,48087,"TX","Collingsworth County",2962,1751,871,880,3,101,638,35,974,"rural","South","West South Central",273,NA,918.44,10,2,8,2,0,8,0,0,0.5,2.5,0,4,0,4,2,0,0,0,0,0,0,0,17,0,0,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.1,229.62,909.09,0,495.05,391.85,0,410.68,5939.46,228.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848089,2018,48089,"TX","Colorado County",21217,12494,6086,6408,96,1646,4101,30,6621,"rural","South","West South Central",588,NA,960.28,46,6,53,6,0,53,0,0,19,20,0,20,0,53,0,0,2,0,0,2,0,0,99,0,0,1433,1436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.18,98.59,827.09,0,1154.31,487.69,0,302.07,11469.51,424.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848091,2018,48091,"TX","Comal County",148373,93918,47324,46594,1517,2534,27111,434,62322,"suburban","South","West South Central",69,41700,559.51,282,54,236,54,0,236,0,5.64,5.97,97.86,2.01,186.17,0,196,37,0,8,0,0,8,0,0,318,0,0,5668,5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.26,114.11,506.5,371.79,235.6,360.96,463.13,298.72,6035.05,208.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848093,2018,48093,"TX","Comanche County",13534,7737,3832,3905,40,66,2455,57,5119,"rural","South","West South Central",534,NA,937.75,42,9,29,9,0,29,0,0,1,13,0,24,0,29,0,0,0,0,0,0,0,0,145,0,0,667,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.85,234.86,742.64,0,1515.15,529.53,0,468.84,8620.91,374.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848095,2018,48095,"TX","Concho County",4276,3110,696,2414,61,71,2027,10,941,"rural","South","West South Central",193,NA,983.75,14.02,1.33,19.36,1.33,0,19.36,0,0.67,0.36,5.01,0,5.34,0,8.34,2.67,0,0,0,0,0,0,0,28.03,0,1,121.48,121.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.8,191.09,801.99,1098.36,507.04,247.16,0,567.48,3906.11,268.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848097,2018,48097,"TX","Cooke County",40574,25097,12452,12645,326,942,4787,241,18801,"rural","South","West South Central",447,23620,874.82,70,16,47,16,0,47,0,2.07,11,5,2.07,47,0,38,0,0,0,0,0,0,0,0,73,0,0,2236,2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.92,128.49,371.69,634.97,1167.73,104.45,858.92,249.99,8909.43,151.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848099,2018,48099,"TX","Coryell County",74808,52592,26105,26487,1711,10094,9961,371,30455,"small/mid","South","West South Central",35,28660,1052.2,77,7,66,7,0,66,0,0,26,7,1.14,47,0,74,3,3,4,0,0,4,0,0,92,0,0,2288,1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.41,26.81,249.18,0,257.58,70.27,307.28,154.33,4350.47,140.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848101,2018,48101,"TX","Cottle County",1389,803,405,398,2,99,226,1,475,"rural","South","West South Central",299,NA,900.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848103,2018,48103,"TX","Crane County",4794,3038,1479,1559,16,83,2000,25,914,"rural","South","West South Central",97,NA,785.07,12,1,8,1,0,8,0,0,1,5,0,2,0,3,0,8,0,0,0,0,0,0,24,0,0,104,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,67.61,513.15,0,1204.82,250,0,218.82,3423.3,98.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848105,2018,48105,"TX","Crockett County",3499,2148,1051,1097,15,16,1428,16,673,"rural","South","West South Central",606,NA,2807.32,30,2,12,2,0,12,0,0,0.78,10,0,4,0,10,0,0,0,0,0,0,0,0,17,0,0,104,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396.65,190.29,1093.89,0,4875,700.28,0,594.35,4841.71,465.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848107,2018,48107,"TX","Crosby County",5779,3427,1706,1721,11,110,2001,13,1292,"small/mid","South","West South Central",270,31180,900.2,8,2,8,2,0,8,0,0,3,10,0,1,0,10,0,0,1,0,0,1,0,0,11,0,0,312,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.44,117.23,464.85,0,2727.27,499.75,0,77.4,9104.17,291.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848109,2018,48109,"TX","Culberson County",2204,1323,656,667,24,20,955,14,310,"rural","South","West South Central",481,NA,3812.16,10,0,13,0,0,13,0,0,2.77,8.31,0.92,4.8,0,0,0,0,0,0,0,0,0,0,17,0,0,468,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.86,0,1949.03,0,13850,870.16,6571.43,1548.39,35374.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848111,2018,48111,"TX","Dallam County",7200,4483,2120,2363,60,105,2060,33,2225,"rural","South","West South Central",37,NA,1503.13,17.9,5.42,10.85,5.42,0,10.85,0,0.77,1.63,5.42,1.02,9.22,0,10.85,0,3.8,0,0,0,0,0,0,27.66,0,1,501.12,501.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.29,255.66,459.16,1283.33,1552.38,263.11,3090.91,414.38,11178.23,242.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848113,2018,48113,"TX","Dallas County",2637772,1775971,891920,884051,129155,416592,707436,6355,516433,"urban","South","West South Central",42,19100,872.1,5210,726,4440,721,5,4413,27,38.67,2585.6,1243.24,1,1317.16,0,4005,565,86,22,0,0,7,15,0,8686,0,0,88432,88878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.36,81.4,502.23,29.94,620.66,175.74,15.74,255.05,4979.36,225.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848115,2018,48115,"TX","Dawson County",12619,8018,3332,4686,56,528,4757,21,2656,"rural","South","West South Central",541,29500,900.31,39,3,36,3,0,36,0,0,3,13,0,15,0,20,0,0,0,0,0,0,0,0,54,0,0,988,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.41,90.04,768.25,0,568.18,273.28,0,564.76,12322.27,249.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848117,2018,48117,"TX","Deaf Smith County",18760,11497,5697,5800,64,146,8617,37,2633,"rural","South","West South Central",585,25820,1496.82,73,10,68,10,0,68,0,0,2,63,0.93,13,0,41,4,0,3,0,0,3,0,0,93,0,0,1820,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.95,175.53,1172.41,0,1369.86,731.11,2513.51,493.73,15830.22,356.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848119,2018,48119,"TX","Delta County",5349,3195,1572,1623,24,217,297,59,2598,"rural","South","West South Central",42,NA,256.82,17,0,9,0,0,9,0,0,3,1,0,7,0,6,0,0,1,0,0,1,0,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.08,0,554.53,0,1382.49,336.7,0,269.44,NA,187.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848121,2018,48121,"TX","Denton County",859064,597244,302546,294698,61057,66665,114743,3091,351688,"suburban","South","West South Central",447,19100,878.55,1188,161,945,161,0,941,4,3,285,283,0,532,0,781,233,17,150,0,0,126,23,1,1495,0,0,12826,12818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.91,53.22,320.67,4.91,427.51,246.64,0,151.27,2147.53,130.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848123,2018,48123,"TX","DeWitt County",20187,12397,5497,6900,42,1234,4642,31,6448,"rural","South","West South Central",149,NA,908.98,115,6,42,6,0,42,0,0,17,40,0,41,0,60,61,0,37,0,0,0,37,0,161,0,0,728,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927.64,109.15,608.7,0,1377.63,861.7,0,635.86,5872.39,483.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848125,2018,48125,"TX","Dickens County",2249,1392,537,855,21,96,497,10,768,"rural","South","West South Central",627,NA,901.72,371.02,0.89,222.61,0.89,0,222.61,0,0,42.91,124.27,1.9,54.54,0,211.88,0.89,107.28,109.07,0,16.99,0,92.08,0,444.33,1,1,3207.77,10320.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26653.74,165.74,26036.26,0,44697.92,25004.02,19000,7101.56,230443.25,15221.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848127,2018,48127,"TX","Dimmit County",10308,6060,3065,2995,47,77,5302,8,626,"rural","South","West South Central",506,NA,1328.88,66,0,45,0,0,45,0,0,1.51,57,0,11,0,64,0,0,28,0,0,0,28,0,95,0,0,364,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089.11,0,1502.5,0,1961.04,1075.07,0,1757.19,6006.6,1056.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848129,2018,48129,"TX","Donley County",3319,1990,991,999,19,134,277,13,1547,"rural","South","West South Central",634,NA,926.89,12,1,8,1,0,8,0,0,3,2,0,4,0,9,0,0,0,0,0,0,0,0,20,0,0,238,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.02,100.91,800.8,0,2238.81,722.02,0,258.56,11959.8,452.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848131,2018,48131,"TX","Duval County",11212,6837,3162,3675,20,116,6082,18,601,"rural","South","West South Central",99,NA,1793.48,28,1,25,1,0,25,0,0.96,0.96,23,0,2,0,12,0,0,2,0,0,2,0,0,33,0,0,468,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.54,31.63,680.27,4800,827.59,378.17,0,332.78,6845.11,175.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848133,2018,48133,"TX","Eastland County",18322,11097,5416,5681,101,295,2085,74,8542,"rural","South","West South Central",632,NA,926.49,80,14,60,14,0,59,1,0,8,10,0,55,0,65,14,9,3,0,0,3,0,0,97,0,0,676,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.92,258.49,1056.15,0,2711.86,479.62,0,643.88,6091.74,585.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848135,2018,48135,"TX","Ector County",162124,104727,50523,54204,1466,4848,64469,507,33437,"small/mid","South","West South Central",97,36220,897.73,636,125,443,125,0,438,5,1,157,236,0,174,0,450,0,0,30,0,0,30,0,0,667,0,0,10581,10171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.29,247.41,817.28,68.21,3238.45,366.07,0,520.38,10103.41,429.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848137,2018,48137,"TX","Edwards County",1928,993,480,513,4,8,615,9,357,"rural","South","West South Central",483,NA,2117.87,8,1,19,1,0,19,0,0,0,3,0,0.9,0,1,0,0,0,0,0,0,0,0,24,0,0,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.64,208.33,3703.7,0,0,487.8,0,252.1,5236.66,100.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848139,2018,48139,"TX","Ellis County",179436,117091,59049,58042,1169,13626,31397,580,70319,"suburban","South","West South Central",42,19100,935.66,465,102,394,102,0,394,0,0,0,0,0,0,0,460,161,0,0,0,0,0,0,0,856,0,0,5503,5113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.13,172.74,678.82,0,0,0,0,0,4699.76,392.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848141,2018,48141,"TX","El Paso County",840758,548255,273956,274299,8158,19412,453253,1821,65611,"small/mid","South","West South Central",288,21340,1013.19,2330,212,2121,211,1,2117,4,4,169,1963,3,171,0,1435,0,31,688,0,0,0,688,0,2906,0,0,30250,30205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.98,77.38,773.24,49.03,870.6,433.09,164.74,260.63,5517.51,261.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848143,2018,48143,"TX","Erath County",42446,29207,14875,14332,264,706,6268,148,21821,"rural","South","West South Central",534,44500,1083.09,72,8,57,8,0,57,0,0,2,5,0,70,0,72,1,2,3,0,0,3,0,0,144,0,0,1456,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.52,53.78,397.71,0,283.29,79.77,0,320.79,4985.11,246.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
