"yfips","year","fips","state","county_name","total_pop","total_pop_15to64","female_pop_15to64","male_pop_15to64","aapi_pop_15to64","black_pop_15to64","latinx_pop_15to64","native_pop_15to64","white_pop_15to64","urbanicity","region","division","commuting_zone","metro_area","land_area","total_jail_pop","female_jail_pop","male_jail_pop","female_adult_jail_pop","female_juvenile_jail_pop","male_adult_jail_pop","male_juvenile_jail_pop","aapi_jail_pop","black_jail_pop","latinx_jail_pop","native_jail_pop","white_jail_pop","other_race_jail_pop","total_jail_pretrial","total_jail_from_prison","total_jail_from_other_jail","total_jail_from_fed","total_jail_from_bia","total_jail_from_bop","total_jail_from_ice","total_jail_from_marshals","total_jail_from_other_fed","jail_rated_capacity","private_jail_flag","regional_jail_flag","total_jail_adm","total_jail_dis","total_jail_pop_dcrp","female_jail_pop_dcrp","male_jail_pop_dcrp","total_jail_adm_dcrp","female_jail_adm_dcrp","male_jail_adm_dcrp","total_prison_pop","female_prison_pop","male_prison_pop","aapi_prison_pop","black_prison_pop","latinx_prison_pop","native_prison_pop","other_race_prison_pop","white_prison_pop","aapi_female_prison_pop","aapi_male_prison_pop","black_female_prison_pop","black_male_prison_pop","latinx_female_prison_pop","latinx_male_prison_pop","native_female_prison_pop","native_male_prison_pop","other_race_female_prison_pop","other_race_male_prison_pop","white_female_prison_pop","white_male_prison_pop","total_prison_adm","female_prison_adm","male_prison_adm","aapi_prison_adm","black_prison_adm","latinx_prison_adm","native_prison_adm","other_race_prison_adm","white_prison_adm","aapi_female_prison_adm","aapi_male_prison_adm","black_female_prison_adm","black_male_prison_adm","latinx_female_prison_adm","latinx_male_prison_adm","native_female_prison_adm","native_male_prison_adm","other_race_female_prison_adm","other_race_male_prison_adm","white_female_prison_adm","white_male_prison_adm","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_jail_adm_rate","total_jail_pretrial_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate","total_prison_adm_rate","female_prison_adm_rate","male_prison_adm_rate","aapi_prison_adm_rate","black_prison_adm_rate","latinx_prison_adm_rate","native_prison_adm_rate","white_prison_adm_rate"
201848285,2018,48285,"TX","Lavaca County",20110,11491,5770,5721,89,702,2307,23,8370,"rural","South","West South Central",149,NA,969.71,29,3,35,3,0,35,0,0,13,10,0,8,0,22,1,0,4,0,0,4,0,0,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.37,51.99,611.78,0,1851.85,433.46,0,95.58,NA,191.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848287,2018,48287,"TX","Lee County",17144,10943,5328,5615,76,1250,2727,43,6847,"rural","South","West South Central",27,NA,629.04,44,2,13,2,0,13,0,0,9,10,0,14,0,20,3,0,4,0,0,4,0,0,106,0,0,728,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.08,37.54,231.52,0,720,366.7,0,204.47,6652.65,182.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848289,2018,48289,"TX","Leon County",17270,9826,4936,4890,93,716,1588,45,7384,"rural","South","West South Central",485,NA,1073.16,30,0,16,0,0,16,0,0,7,4,0,16,0,19,0,0,0,0,0,0,0,0,53,0,0,208,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.31,0,327.2,0,977.65,251.89,0,216.68,2116.83,193.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848291,2018,48291,"TX","Liberty County",86323,56157,28320,27837,462,5882,14801,236,34776,"suburban","South","West South Central",9,26420,1158.44,225,46,172,46,0,172,0,0,48,22,0,148,0,122,0,218,0,0,0,0,0,0,281,1,0,300,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.66,162.43,617.88,0,816.05,148.64,0,425.58,534.22,217.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848293,2018,48293,"TX","Limestone County",23519,14604,6779,7825,118,2731,3462,55,8238,"rural","South","West South Central",485,NA,905.29,839,20,791,20,0,791,0,8.15,71,647,0,92,0,132,9,14,1,0,624,0,1,0,1238,1,0,3224,4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5745,295.03,10108.63,6906.78,2599.78,18688.62,0,1116.78,22076.14,903.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848295,2018,48295,"TX","Lipscomb County",3355,2038,950,1088,19,32,740,27,1220,"rural","South","West South Central",512,NA,932.18,3,1,4,1,0,4,0,0,0,0.6,0,3,0,2,0,0,0,0,0,0,0,0,13,0,0,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.2,105.26,367.65,0,0,81.08,0,245.9,5103.04,98.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848297,2018,48297,"TX","Live Oak County",12166,7664,3261,4403,71,495,3191,53,3854,"rural","South","West South Central",226,NA,1039.69,46.27,0.94,21.71,0.94,0,20.77,0.94,0,0.94,29.27,0,19.83,0,41.54,0.94,1.89,0,0,0,0,0,0,90.64,0,1,1325.64,1080.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.73,28.83,493.07,0,189.9,917.27,0,514.53,17296.97,542.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848299,2018,48299,"TX","Llano County",21646,11072,5722,5350,88,193,1510,75,9206,"rural","South","West South Central",27,NA,934.05,40,9,30,9,0,30,0,1,2,2,1,33,0,35,0,0,0,0,0,0,0,0,54,0,0,1240,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.27,157.29,560.75,1136.36,1036.27,132.45,1333.33,358.46,11199.42,316.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848301,2018,48301,"TX","Loving County",152,98,43,55,0,3,20,1,74,"rural","South","West South Central",97,NA,668.75,1.77,0.02,1.87,0.02,0,1.87,0,0,0.07,1.38,0,0.39,0,1.38,0,0.49,0.89,0,0,0,0.89,0,1.99,0,1,23.53,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806.12,46.51,3400,NA,2333.33,6900,0,527.03,24010.2,1408.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848303,2018,48303,"TX","Lubbock County",307412,207815,104244,103571,6066,15193,73707,904,111945,"small/mid","South","West South Central",270,31180,895.6,1211,209,1063,209,0,1056,7,2,265,609,0,390,0,1174,0,11,73,0,0,0,73,0,1512,0,0,17357,17223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.73,200.49,1026.35,32.97,1744.22,826.24,0,348.39,8352.14,564.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848305,2018,48305,"TX","Lynn County",5877,3554,1705,1849,8,101,1740,16,1689,"small/mid","South","West South Central",270,31180,891.87,15,5,36,5,0,35,1,0,3,25,0,17,0,44,1,43,1,0,0,1,0,0,54,0,0,780,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.06,293.26,1947,0,2970.3,1436.78,0,1006.51,21947.1,1238.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848307,2018,48307,"TX","McCulloch County",7987,4757,2362,2395,40,103,1676,23,2915,"rural","South","West South Central",592,NA,1065.6,21,1,10,1,0,10,0,0,1,4,0,17,0,16,0,0,0,0,0,0,0,0,22,0,0,260,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.45,42.34,417.54,0,970.87,238.66,0,583.19,5465.63,336.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848309,2018,48309,"TX","McLennan County",254607,165747,84117,81630,3584,24440,43924,626,93173,"small/mid","South","West South Central",283,47380,1037.11,1562,270,1313,268,2,1307,6,9,487,533,3.07,540,0.98,1241,40,432,326,0,8,37,281,0,1757,1,0,15516,14396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.4,320.98,1608.48,251.12,1992.64,1213.46,490.42,579.57,9361.26,748.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848311,2018,48311,"TX","McMullen County",749,453,199,254,3,16,217,4,213,"rural","South","West South Central",226,NA,1139.8,2.73,0.06,1.29,0.06,0,1.23,0.06,0,0.06,1.73,0,1.17,0,2.46,0.06,0.11,0,0,0,0,0,0,5.36,0,1,78.36,63.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.65,30.15,507.87,0,375,797.24,0,549.3,17298.01,543.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848313,2018,48313,"TX","Madison County",14422,9661,3662,5999,83,2137,2450,27,4964,"rural","South","West South Central",387,NA,466.06,36,5,34,5,0,34,0,0,10,3,0,9,0,17,20,0,2,0,0,2,0,0,51,0,0,1092,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.63,136.54,566.76,0,467.95,122.45,0,181.31,11303.18,175.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848315,2018,48315,"TX","Marion County",9928,5837,2997,2840,71,1312,261,63,4130,"rural","South","West South Central",163,NA,380.89,33,3,15,3,0,15,0,0,12,1,0,19,0,28,0,0,0,0,0,0,0,0,36,0,0,416,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.36,100.1,528.17,0,914.63,383.14,0,460.05,7126.95,479.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848317,2018,48317,"TX","Martin County",5753,3589,1768,1821,18,74,1694,11,1792,"small/mid","South","West South Central",333,33260,914.96,7,0,9,0,0,9,0,0,1.11,4,0.56,1,0,4,0,0,0,0,0,0,0,0,16,0,0,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.04,0,494.23,0,1500,236.13,5090.91,55.8,4346.61,111.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848319,2018,48319,"TX","Mason County",4280,2323,1154,1169,7,17,713,11,1575,"rural","South","West South Central",592,NA,928.81,2,0,2,0,0,2,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,104,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,0,171.09,0,0,70.13,0,63.49,4476.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848321,2018,48321,"TX","Matagorda County",36552,22507,11034,11473,460,2422,9928,95,9602,"rural","South","West South Central",9,13060,1092.9,120,20,113,20,0,113,0,0,41,37,0,55,0,119,0,0,0,0,0,0,0,0,192,0,0,2128,1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.17,181.26,984.92,0,1692.82,372.68,0,572.8,9454.84,528.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848323,2018,48323,"TX","Maverick County",58485,36453,17966,18487,257,113,34699,381,1003,"rural","South","West South Central",506,20580,1279.47,102,4,226,4,0,226,0,0.3,1,67,0.9,1,0,18,69,0,0,0,0,0,0,0,250,0,0,3796,3380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.81,22.26,1222.48,116.73,884.96,193.09,236.22,99.7,10413.41,49.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848325,2018,48325,"TX","Medina County",50921,32882,15474,17408,303,1166,17631,152,13630,"suburban","South","West South Central",69,41700,1325.36,78,7,71,7,0,71,0,0,3.21,56,0,22,0,63,8,7,0,0,0,0,0,0,96,0,0,1040,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.21,45.24,407.86,0,275.3,317.62,0,161.41,3162.82,191.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848327,2018,48327,"TX","Menard County",2139,1142,600,542,4,22,485,9,622,"rural","South","West South Central",592,NA,902.03,5,0,3,0,0,3,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,8,0,0,104,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.83,0,553.51,0,0,412.37,0,321.54,9106.83,175.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848329,2018,48329,"TX","Midland County",172578,112530,54801,57729,2632,7185,51392,570,50751,"small/mid","South","West South Central",333,33260,900.25,464,89,371,89,0,364,7,1,103,58,1,312,0,399,53,5,7,0,0,1,6,0,500,0,0,10970,10643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.33,162.41,642.66,37.99,1433.54,112.86,175.44,614.77,9748.51,354.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848331,2018,48331,"TX","Milam County",25131,15018,7540,7478,162,1397,4187,79,9193,"rural","South","West South Central",27,NA,1016.91,105,3,40,3,0,40,0,0,30,19,0,40,0,67,17,24,3,0,0,2,1,0,160,0,0,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.16,39.79,534.9,0,2147.46,453.79,0,435.11,2077.51,446.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848333,2018,48333,"TX","Mills County",4921,2690,1371,1319,13,33,576,11,2057,"rural","South","West South Central",511,NA,748.22,4,0,5,0,0,5,0,0,1,0.8,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.7,0,379.08,0,3030.3,138.89,0,145.84,NA,148.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848335,2018,48335,"TX","Mitchell County",8145,5427,2002,3425,26,663,2278,36,2424,"rural","South","West South Central",541,NA,911.09,16,2,13,2,0,13,0,0,7,17,0,12,0,36,0,0,0,0,0,0,0,0,72,0,0,468,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.82,99.9,379.56,0,1055.81,746.27,0,495.05,8623.55,663.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848337,2018,48337,"TX","Montague County",19596,11588,5824,5764,63,107,1410,105,9903,"rural","South","West South Central",447,NA,930.91,61,13,48,13,0,48,0,0,1,2,0,58,0,52,0,0,0,0,0,0,0,0,101,0,0,1167,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.41,223.21,832.76,0,934.58,141.84,0,585.68,10070.76,448.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848339,2018,48339,"TX","Montgomery County",590925,384842,192917,191925,13879,21682,95947,1707,251627,"suburban","South","West South Central",9,26420,1042.6,939,147,756,145,2,743,13,7,168,101,1,626,0,750,102,46,22,0,0,22,0,0,1253,0,0,21592,21597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,76.2,393.9,50.44,774.84,105.27,58.58,248.78,5610.61,194.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848341,2018,48341,"TX","Moore County",21485,13312,6228,7084,924,558,7608,80,4142,"rural","South","West South Central",444,20300,899.69,39,8,39,8,0,39,0,3,1,23,0,9,0,26,1,0,5,0,0,5,0,0,62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.97,128.45,550.54,324.68,179.21,302.31,0,217.29,NA,195.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848343,2018,48343,"TX","Morris County",12339,7296,3795,3501,49,1792,744,63,4648,"rural","South","West South Central",286,NA,251.99,27,11,29,11,0,29,0,0,9,1,0,15,0,13,2,0,0,0,0,0,0,0,48,0,0,1248,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.07,289.86,828.33,0,502.23,134.41,0,322.72,17105.26,178.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848345,2018,48345,"TX","Motley County",1234,662,316,346,0,18,127,9,508,"rural","South","West South Central",627,NA,989.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848347,2018,48347,"TX","Nacogdoches County",65711,43153,22604,20549,692,8261,8112,197,25891,"rural","South","West South Central",551,34860,946.56,233,48,207,48,0,207,0,0,119.53,37.85,0,97.62,0,0,0,0,0,0,0,0,0,0,292,0,0,2184,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.94,212.35,1007.35,0,1446.92,466.59,0,377.04,5061.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848349,2018,48349,"TX","Navarro County",49565,30218,15269,14949,619,4114,8682,124,16679,"rural","South","West South Central",42,18620,1009.63,211,23,198,23,0,198,0,0,100,29.27,0,130,0,218,0,0,0,0,0,0,0,0,290,0,0,4108,4368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.26,150.63,1324.5,0,2430.72,337.13,0,779.42,13594.55,721.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848351,2018,48351,"TX","Newton County",13746,8708,4094,4614,66,1896,366,58,6322,"small/mid","South","West South Central",118,13140,933.68,579,46,499,46,0,491,8,0.61,368,209.95,0.62,177,0,154,0,533,0,0,0,0,0,0,938,1,0,18096,17316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6649.06,1123.6,10814.91,924.24,19409.28,57363.39,1068.97,2799.75,207808.91,1768.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848353,2018,48353,"TX","Nolan County",14751,8834,4332,4502,82,407,3466,51,4828,"rural","South","West South Central",86,45020,912,43,5,31,5,0,30,1,0,5,23,0,15,0,31,11,0,0,0,0,0,0,0,54,0,0,832,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.76,115.42,688.58,0,1228.5,663.59,0,310.69,9418.16,350.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848355,2018,48355,"TX","Nueces County",362265,236423,118321,118102,5891,9050,152288,700,68494,"small/mid","South","West South Central",99,18580,838.31,1044,177,881,175,2,863,18,10.11,75,750,0,225,0,500,0,22,17,0,0,0,17,0,1068,0,0,18377,17319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.58,149.59,745.97,171.62,828.73,492.49,0,328.5,7772.93,211.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
